4.07557625559	800
time	pressure	humidity	temperature
150.811077465	1008.10449219	37.8534698486	30.453338623
150.811077466	1008.10449219	37.8534698486	30.453338623
150.811077466	1008.10449219	37.8534698486	30.453338623
150.811077466	1008.10449219	37.8534698486	30.453338623
150.811077467	1008.10449219	37.8534698486	30.453338623
150.811077467	1008.10449219	37.8534698486	30.453338623
150.811077467	1008.10449219	37.8534698486	30.453338623
150.811077467	1008.10449219	37.8534698486	30.453338623
150.811077468	1008.10449219	37.8534698486	30.453338623
150.811077468	1008.10449219	37.8534698486	30.453338623
150.811077468	1008.10449219	37.8534698486	30.453338623
150.811077468	1008.10449219	37.8534698486	30.453338623
150.811077468	1008.10449219	37.8534698486	30.453338623
150.811077469	1008.10449219	37.8534698486	30.453338623
150.811077469	1008.10449219	37.8534698486	30.453338623
150.811077469	1008.10253906	37.8534698486	30.6575279236
150.81107747	1008.10253906	37.8534698486	30.6575279236
150.81107747	1008.10253906	45.2071914673	30.6575279236
150.81107747	1008.10253906	45.2071914673	30.6575279236
150.81107747	1008.10253906	45.2071914673	30.6575279236
150.811077471	1008.10253906	45.2071914673	30.6575279236
150.811077471	1008.10253906	45.2071914673	30.6575279236
150.811077471	1008.10253906	45.2071914673	30.6575279236
150.811077471	1008.10253906	45.2071914673	30.6575279236
150.811077471	1008.10253906	45.2071914673	30.6575279236
150.811077472	1008.10253906	45.2071914673	30.6575279236
150.811077472	1008.10253906	45.2071914673	30.6575279236
150.811077472	1008.10253906	45.2071914673	30.6575279236
150.811077472	1008.10253906	45.2071914673	30.6575279236
150.811077473	1008.10253906	45.2071914673	30.6575279236
150.811077473	1008.10253906	45.2071914673	30.6575279236
150.811077473	1008.09667969	45.2071914673	30.6575279236
150.811077473	1008.09667969	45.2071914673	30.6575279236
150.811077474	1008.09667969	45.2071914673	30.6575279236
150.811077474	1008.09667969	45.2071914673	30.6575279236
150.811077474	1008.09667969	45.2071914673	30.6575279236
150.811077474	1008.09667969	45.2071914673	30.6575279236
150.811077475	1008.09667969	45.2071914673	30.6575279236
150.811077475	1008.09667969	45.2071914673	30.6575279236
150.811077475	1008.09667969	45.2071914673	30.6575279236
150.811077475	1008.09667969	45.2071914673	30.6575279236
150.811077475	1008.09667969	45.2071914673	30.6575279236
150.811077476	1008.09667969	45.2071914673	30.6575279236
150.811077476	1008.09667969	45.2071914673	30.6575279236
150.811077476	1008.09667969	45.2071914673	30.6575279236
150.811077476	1008.09667969	45.2071914673	30.6575279236
150.811077477	1008.09667969	45.2071914673	30.6575279236
150.811077477	1008.09667969	45.2071914673	30.6575279236
150.811077477	1008.09716797	45.2071914673	30.6575279236
150.811077477	1008.09716797	45.2071914673	30.5647144318
150.811077478	1008.09716797	45.2071914673	30.5647144318
150.811077478	1008.09716797	42.3579025269	30.5647144318
150.811077478	1008.09716797	42.3579025269	30.5647144318
150.811077478	1008.09716797	42.3579025269	30.5647144318
150.811077479	1008.09716797	42.3579025269	30.5647144318
150.811077479	1008.09716797	42.3579025269	30.5647144318
150.811077479	1008.09716797	42.3579025269	30.5647144318
150.811077479	1008.09716797	42.3579025269	30.5647144318
150.81107748	1008.09716797	42.3579025269	30.5647144318
150.81107748	1008.09716797	42.3579025269	30.5647144318
150.81107748	1008.09716797	42.3579025269	30.5647144318
150.81107748	1008.09716797	42.3579025269	30.5647144318
150.81107748	1008.09716797	42.3579025269	30.5647144318
150.811077481	1008.09716797	42.3579025269	30.5647144318
150.811077481	1008.10009766	42.3579025269	30.5647144318
150.811077481	1008.10009766	42.3579025269	30.5647144318
150.811077482	1008.10009766	42.3579025269	30.5647144318
150.811077482	1008.10009766	42.3579025269	30.5647144318
150.811077482	1008.10009766	42.3579025269	30.5647144318
150.811077482	1008.10009766	42.3579025269	30.5647144318
150.811077482	1008.10009766	42.3579025269	30.5647144318
150.811077483	1008.10009766	42.3579025269	30.5647144318
150.811077483	1008.10009766	42.3579025269	30.5647144318
150.811077483	1008.10009766	42.3579025269	30.5647144318
150.811077483	1008.10009766	42.3579025269	30.5647144318
150.811077484	1008.10009766	42.3579025269	30.5647144318
150.811077484	1008.10009766	42.3579025269	30.5647144318
150.811077484	1008.10009766	42.3579025269	30.5647144318
150.811077484	1008.10009766	42.3579025269	30.5647144318
150.811077484	1008.10009766	42.3579025269	30.5647144318
150.811077485	1008.10009766	42.3579025269	30.5647144318
150.811077485	1008.09838867	42.3579025269	30.5647144318
150.811077485	1008.09838867	42.3579025269	30.5647144318
150.811077485	1008.09838867	42.3579025269	30.5275878906
150.811077486	1008.09838867	42.3579025269	30.5275878906
150.811077486	1008.09838867	43.929813385	30.5275878906
150.811077486	1008.09838867	43.929813385	30.5275878906
150.811077487	1008.09838867	43.929813385	30.5275878906
150.811077487	1008.09838867	43.929813385	30.5275878906
150.811077487	1008.09838867	43.929813385	30.5275878906
150.811077487	1008.09838867	43.929813385	30.5275878906
150.811077487	1008.09838867	43.929813385	30.5275878906
150.811077488	1008.09838867	43.929813385	30.5275878906
150.811077488	1008.09838867	43.929813385	30.5275878906
150.811077488	1008.09838867	43.929813385	30.5275878906
150.811077488	1008.09838867	43.929813385	30.5275878906
150.811077489	1008.09838867	43.929813385	30.5275878906
150.811077489	1008.10009766	43.929813385	30.5275878906
150.811077489	1008.10009766	43.929813385	30.5275878906
150.811077489	1008.10009766	43.929813385	30.5275878906
150.81107749	1008.10009766	43.929813385	30.5275878906
150.81107749	1008.10009766	43.929813385	30.5275878906
150.81107749	1008.10009766	43.929813385	30.5275878906
150.81107749	1008.10009766	43.929813385	30.5275878906
150.81107749	1008.10009766	43.929813385	30.5275878906
150.811077491	1008.10009766	43.929813385	30.5275878906
150.811077491	1008.10009766	43.929813385	30.5275878906
150.811077491	1008.10009766	43.929813385	30.5275878906
150.811077491	1008.10009766	43.929813385	30.5275878906
150.811077492	1008.10009766	43.929813385	30.5275878906
150.811077492	1008.10009766	43.929813385	30.5275878906
150.811077492	1008.10009766	43.929813385	30.5275878906
150.811077492	1008.10009766	43.929813385	30.5275878906
150.811077492	1008.10009766	43.929813385	30.5275878906
150.811077493	1008.09887695	43.929813385	30.5275878906
150.811077493	1008.09887695	43.929813385	30.5275878906
150.811077493	1008.09887695	43.929813385	30.5275878906
150.811077494	1008.09887695	43.929813385	30.5275878906
150.811077494	1008.09887695	43.929813385	30.5461521149
150.811077494	1008.09887695	41.3686599731	30.5461521149
150.811077494	1008.09887695	41.3686599731	30.5461521149
150.811077495	1008.09887695	41.3686599731	30.5461521149
150.811077495	1008.09887695	41.3686599731	30.5461521149
150.811077495	1008.09887695	41.3686599731	30.5461521149
150.811077495	1008.09887695	41.3686599731	30.5461521149
150.811077495	1008.09887695	41.3686599731	30.5461521149
150.811077496	1008.09887695	41.3686599731	30.5461521149
150.811077496	1008.09887695	41.3686599731	30.5461521149
150.811077496	1008.09887695	41.3686599731	30.5461521149
150.811077496	1008.09887695	41.3686599731	30.5461521149
150.811077497	1008.10107422	41.3686599731	30.5461521149
150.811077497	1008.10107422	41.3686599731	30.5461521149
150.811077497	1008.10107422	41.3686599731	30.5461521149
150.811077497	1008.10107422	41.3686599731	30.5461521149
150.811077498	1008.10107422	41.3686599731	30.5461521149
150.811077498	1008.10107422	41.3686599731	30.5461521149
150.811077498	1008.10107422	41.3686599731	30.5461521149
150.811077498	1008.10107422	41.3686599731	30.5461521149
150.811077499	1008.10107422	41.3686599731	30.5461521149
150.811077499	1008.10107422	41.3686599731	30.5461521149
150.811077499	1008.10107422	41.3686599731	30.5461521149
150.811077499	1008.10107422	41.3686599731	30.5461521149
150.811077499	1008.10107422	41.3686599731	30.5461521149
150.8110775	1008.10107422	41.3686599731	30.5461521149
150.8110775	1008.10107422	41.3686599731	30.5461521149
150.8110775	1008.10107422	41.3686599731	30.5461521149
150.8110775	1008.10107422	41.3686599731	30.5461521149
150.811077501	1008.10009766	41.3686599731	30.5461521149
150.811077501	1008.10009766	41.3686599731	30.5461521149
150.811077501	1008.10009766	41.3686599731	30.5461521149
150.811077501	1008.10009766	41.3686599731	30.5461521149
150.811077502	1008.10009766	41.3686599731	30.5461521149
150.811077502	1008.10009766	41.3686599731	30.5461521149
150.811077502	1008.10009766	41.4358901978	30.5461521149
150.811077502	1008.10009766	41.4358901978	30.5461521149
150.811077503	1008.10009766	41.4358901978	30.5461521149
150.811077503	1008.10009766	41.4358901978	30.5461521149
150.811077503	1008.10009766	41.4358901978	30.5461521149
150.811077503	1008.10009766	41.4358901978	30.5461521149
150.811077504	1008.10009766	41.4358901978	30.5461521149
150.811077504	1008.10009766	41.4358901978	30.5461521149
150.811077504	1008.10009766	41.4358901978	30.5461521149
150.811077504	1008.10009766	41.4358901978	30.5461521149
150.811077504	1008.10522461	41.4358901978	30.5461521149
150.811077505	1008.10522461	41.4358901978	30.5461521149
150.811077505	1008.10522461	41.4358901978	30.5461521149
150.811077505	1008.10522461	41.4358901978	30.5461521149
150.811077506	1008.10522461	41.4358901978	30.5461521149
150.811077506	1008.10522461	41.4358901978	30.5461521149
150.811077506	1008.10522461	41.4358901978	30.5461521149
150.811077506	1008.10522461	41.4358901978	30.5461521149
150.811077506	1008.10522461	41.4358901978	30.5461521149
150.811077507	1008.10522461	41.4358901978	30.5461521149
150.811077507	1008.10522461	41.4358901978	30.5461521149
150.811077507	1008.10522461	41.4358901978	30.5461521149
150.811077507	1008.10522461	41.4358901978	30.5461521149
150.811077508	1008.10522461	41.4358901978	30.5461521149
150.811077508	1008.10522461	41.4358901978	30.5461521149
150.811077508	1008.10522461	41.4358901978	30.5461521149
150.811077508	1008.10522461	41.4358901978	30.5461521149
150.811077508	1008.10791016	41.4358901978	30.5461521149
150.811077509	1008.10791016	41.4358901978	30.5461521149
150.811077509	1008.10791016	41.4358901978	30.5461521149
150.811077509	1008.10791016	41.4358901978	30.5461521149
150.811077509	1008.10791016	41.4358901978	30.5461521149
150.81107751	1008.10791016	41.4358901978	30.5461521149
150.81107751	1008.10791016	41.4358901978	30.5090255737
150.81107751	1008.10791016	41.4038734436	30.5090255737
150.811077511	1008.10791016	41.4038734436	30.5090255737
150.811077511	1008.10791016	41.4038734436	30.5090255737
150.811077511	1008.10791016	41.4038734436	30.5090255737
150.811077511	1008.10791016	41.4038734436	30.5090255737
150.811077511	1008.10791016	41.4038734436	30.5090255737
