0.589896267158	600
time	pressure	humidity	temperature
150.811042199	1008.47607422	39.9108200073	30.7776145935
150.8110422	1008.47607422	39.9108200073	30.7776145935
150.811042201	1008.47607422	39.9108200073	30.7776145935
150.811042201	1008.47607422	39.9108200073	30.7776145935
150.811042201	1008.48144531	39.9108200073	30.7776145935
150.811042201	1008.48144531	39.9108200073	30.7776145935
150.811042202	1008.48144531	39.9108200073	30.7776145935
150.811042202	1008.48144531	39.9108200073	30.7776145935
150.811042202	1008.48144531	39.9108200073	30.7776145935
150.811042202	1008.48144531	39.9108200073	30.7776145935
150.811042203	1008.48144531	39.9108200073	30.7776145935
150.811042203	1008.48144531	39.9108200073	30.7776145935
150.811042203	1008.48144531	39.9108200073	30.7776145935
150.811042203	1008.48144531	39.9108200073	30.7776145935
150.811042203	1008.48144531	39.9108200073	30.7776145935
150.811042204	1008.48144531	39.9108200073	30.7776145935
150.811042204	1008.48144531	39.9108200073	30.7776145935
150.811042204	1008.48144531	39.9108200073	30.7776145935
150.811042204	1008.48144531	39.9108200073	30.795425415
150.811042205	1008.48144531	39.9108200073	30.795425415
150.811042205	1008.48144531	40.1688995361	30.795425415
150.811042205	1008.48120117	40.1688995361	30.795425415
150.811042206	1008.48120117	40.1688995361	30.795425415
150.811042206	1008.48120117	40.1688995361	30.795425415
150.811042206	1008.48120117	40.1688995361	30.795425415
150.811042206	1008.48120117	40.1688995361	30.795425415
150.811042206	1008.48120117	40.1688995361	30.795425415
150.811042207	1008.48120117	40.1688995361	30.795425415
150.811042207	1008.48120117	40.1688995361	30.795425415
150.811042207	1008.48120117	40.1688995361	30.795425415
150.811042207	1008.48120117	40.1688995361	30.795425415
150.811042208	1008.48120117	40.1688995361	30.795425415
150.811042208	1008.48120117	40.1688995361	30.795425415
150.811042208	1008.48120117	40.1688995361	30.795425415
150.811042208	1008.48120117	40.1688995361	30.795425415
150.811042208	1008.48120117	40.1688995361	30.795425415
150.811042209	1008.48120117	40.1688995361	30.795425415
150.811042209	1008.48120117	40.1688995361	30.795425415
150.811042209	1008.47875977	40.1688995361	30.795425415
150.811042209	1008.47875977	40.1688995361	30.795425415
150.81104221	1008.47875977	40.1688995361	30.795425415
150.81104221	1008.47875977	40.1688995361	30.795425415
150.81104221	1008.47875977	40.1688995361	30.795425415
150.81104221	1008.47875977	40.1688995361	30.795425415
150.811042211	1008.47875977	40.1688995361	30.795425415
150.811042211	1008.47875977	40.1688995361	30.795425415
150.811042211	1008.47875977	40.1688995361	30.795425415
150.811042211	1008.47875977	40.1688995361	30.795425415
150.811042211	1008.47875977	40.1688995361	30.795425415
150.811042212	1008.47875977	40.1688995361	30.795425415
150.811042212	1008.47875977	40.1688995361	30.795425415
150.811042212	1008.47875977	40.1688995361	30.7776145935
150.811042212	1008.47875977	40.1688995361	30.7776145935
150.811042213	1008.47875977	40.3518447876	30.7776145935
150.811042213	1008.47875977	40.3518447876	30.7776145935
150.811042213	1008.47436523	40.3518447876	30.7776145935
150.811042214	1008.47436523	40.3518447876	30.7776145935
150.811042214	1008.47436523	40.3518447876	30.7776145935
150.811042214	1008.47436523	40.3518447876	30.7776145935
150.811042214	1008.47436523	40.3518447876	30.7776145935
150.811042215	1008.47436523	40.3518447876	30.7776145935
150.811042215	1008.47436523	40.3518447876	30.7776145935
150.811042215	1008.47436523	40.3518447876	30.7776145935
150.811042215	1008.47436523	40.3518447876	30.7776145935
150.811042215	1008.47436523	40.3518447876	30.7776145935
150.811042216	1008.47436523	40.3518447876	30.7776145935
150.811042216	1008.47436523	40.3518447876	30.7776145935
150.811042216	1008.47436523	40.3518447876	30.7776145935
150.811042216	1008.47436523	40.3518447876	30.7776145935
150.811042217	1008.47436523	40.3518447876	30.7776145935
150.811042217	1008.47436523	40.3518447876	30.7776145935
150.811042217	1008.47436523	40.3518447876	30.7776145935
150.811042217	1008.47436523	40.3518447876	30.7776145935
150.811042217	1008.47412109	40.3518447876	30.7776145935
150.811042218	1008.47412109	40.3518447876	30.7776145935
150.811042218	1008.47412109	40.3518447876	30.7776145935
150.811042218	1008.47412109	40.3518447876	30.7776145935
150.811042218	1008.47412109	40.3518447876	30.7776145935
150.811042219	1008.47412109	40.3518447876	30.7776145935
150.811042219	1008.47412109	40.3518447876	30.7776145935
150.811042219	1008.47412109	40.3518447876	30.7776145935
150.811042219	1008.47412109	40.3518447876	30.7776145935
150.81104222	1008.47412109	40.3518447876	30.7776145935
150.81104222	1008.47412109	40.3518447876	30.7776145935
150.81104222	1008.47412109	40.3518447876	30.8666648865
150.81104222	1008.47412109	39.1953773499	30.8666648865
150.811042221	1008.47412109	39.1953773499	30.8666648865
150.811042221	1008.47412109	39.1953773499	30.8666648865
150.811042221	1008.47412109	39.1953773499	30.8666648865
150.811042221	1008.47412109	39.1953773499	30.8666648865
150.811042222	1008.47631836	39.1953773499	30.8666648865
150.811042222	1008.47631836	39.1953773499	30.8666648865
150.811042222	1008.47631836	39.1953773499	30.8666648865
150.811042222	1008.47631836	39.1953773499	30.8666648865
150.811042223	1008.47631836	39.1953773499	30.8666648865
150.811042223	1008.47631836	39.1953773499	30.8666648865
150.811042223	1008.47631836	39.1953773499	30.8666648865
150.811042223	1008.47631836	39.1953773499	30.8666648865
150.811042223	1008.47631836	39.1953773499	30.8666648865
150.811042224	1008.47631836	39.1953773499	30.8666648865
150.811042224	1008.47631836	39.1953773499	30.8666648865
150.811042224	1008.47631836	39.1953773499	30.8666648865
150.811042224	1008.47631836	39.1953773499	30.8666648865
150.811042225	1008.47631836	39.1953773499	30.8666648865
150.811042225	1008.47631836	39.1953773499	30.8666648865
150.811042225	1008.47631836	39.1953773499	30.8666648865
150.811042225	1008.47631836	39.1953773499	30.8666648865
150.811042225	1008.47387695	39.1953773499	30.8666648865
150.811042226	1008.47387695	39.1953773499	30.8666648865
150.811042226	1008.47387695	39.1953773499	30.8666648865
150.811042226	1008.47387695	39.1953773499	30.8666648865
150.811042227	1008.47387695	39.1953773499	30.8666648865
150.811042227	1008.47387695	39.1953773499	30.8666648865
150.811042227	1008.47387695	39.1953773499	30.8666648865
150.811042227	1008.47387695	39.1953773499	30.8666648865
150.811042227	1008.47387695	39.1953773499	30.8666648865
150.811042228	1008.47387695	39.1953773499	30.8666648865
150.811042228	1008.47387695	39.1953773499	30.6529407501
150.811042228	1008.47387695	41.5409851074	30.6529407501
150.811042229	1008.47387695	41.5409851074	30.6529407501
150.811042229	1008.47387695	41.5409851074	30.6529407501
150.811042229	1008.47387695	41.5409851074	30.6529407501
150.811042229	1008.47387695	41.5409851074	30.6529407501
150.811042229	1008.47387695	41.5409851074	30.6529407501
150.81104223	1008.47558594	41.5409851074	30.6529407501
150.81104223	1008.47558594	41.5409851074	30.6529407501
150.81104223	1008.47558594	41.5409851074	30.6529407501
150.81104223	1008.47558594	41.5409851074	30.6529407501
150.811042231	1008.47558594	41.5409851074	30.6529407501
150.811042231	1008.47558594	41.5409851074	30.6529407501
150.811042231	1008.47558594	41.5409851074	30.6529407501
150.811042231	1008.47558594	41.5409851074	30.6529407501
